bsr,basin,limiting_factor,condition_score_raw_1_5,condition_score,condition_rating_n,condition_review_flag,vulnerability_review_flag,impact_score,risk_score,risk_rank_within_bsr,action_id,action_type,action_definition,directness_code,directness_value,frequency_code,frequency_value,lfat_score,condition_improvement_component,amelioration_component,benefit_component
CC1,Catherine Creek,Altered Flow Timing,4.31,0.84475,3,False,Yes,0.8604382143858775,0.278260650050685,13,11,Species Management (non-native or unnatural),"Actions that reduce predation pressure on native salmonids from non-native species or native species present at elevated levels. Targets may include piscivorous birds (e.g., cormorants), and predatory fish (e.g., bass, catfish and native pikeminnow). This category includes management of brook trout in habitats occupied by or targeted for recovery of native bull trout, where brook trout competition and hybridization pose a threat to bull trout persistence.",N,0.1,R,0.1,0.01,0.0084475,0.008604382143858776,0.0027826065005068503
CC1,Catherine Creek,Altered Primary Productivity,4.31,0.84475,3,False,No,0.748026125016895,0.24513438216632913,14,1,Protect Land (Easement and Acquisition),Protect land and water with positive habitat value through conservation easements or title acquisition. Does not include water acquisition or leases.,I,0.5,CD,0.5,0.25,0.2111875,0.18700653125422376,0.06128359554158228
CC1,Catherine Creek,Altered Primary Productivity,4.31,0.84475,3,False,No,0.748026125016895,0.24513438216632913,14,2,Instream Complexity Improvement,"Improve the complexity of the river below the ordinary high-water mark or bankfull stage. Action types may include placing large wood or boulders, gravel augmentation, riffle construction, pool construction, or channel reconstruction including channel remeandering and realignment, and developing new channels.",N,0.1,R,0.1,0.01,0.0084475,0.00748026125016895,0.002451343821663291
CC1,Catherine Creek,Altered Primary Productivity,4.31,0.84475,3,False,No,0.748026125016895,0.24513438216632913,14,3,Floodplain – Reconnect and Restore,"Actions that add complexity or improve connectivity within the current floodplain, or expand the floodplain area. Actions that improve the current floodplain may include vegetation or topography modifications, wetland enhancement, and beaver restoration. Actions that expand the floodplain may include levee modification and infrastructure modification/removal or instream modification intended to encourage floodplain reconnection. Actions may also add complexity to the floodplain through wood and other habitat feature additions.",I,0.5,C,1.0,0.5,0.422375,0.3740130625084475,0.12256719108316456
CC1,Catherine Creek,Altered Primary Productivity,4.31,0.84475,3,False,No,0.748026125016895,0.24513438216632913,14,4,Riparian Vegetation Restoration,"Restoration of riparian vegetation through protection actions (e.g., riparian fencing, off-site stock water, non-native plant removal) or planting and establishment of new riparian or aquatic plants.",D,1.0,C,1.0,1.0,0.84475,0.748026125016895,0.24513438216632913
CC1,Catherine Creek,Altered Primary Productivity,4.31,0.84475,3,False,No,0.748026125016895,0.24513438216632913,14,5,Fish Passage – Barrier Removal and Replacement,Removal or replacement of in-stream structures that impede fish passage and improve access for fish. Common examples include irrigation diversion structures and culvert removal or replacements. Actions in this category may address partial or full fish passage barriers,N,0.1,R,0.1,0.01,0.0084475,0.00748026125016895,0.002451343821663291
CC1,Catherine Creek,Altered Primary Productivity,4.31,0.84475,3,False,No,0.748026125016895,0.24513438216632913,14,6,Instream Flow Restoration,Actions that increase flow amounts including actions such as acquiring/leasing instream flow rights or irrigation system upgrades that reduce irrigation withdrawal needs.,N,0.1,R,0.1,0.01,0.0084475,0.00748026125016895,0.002451343821663291
CC1,Catherine Creek,Altered Primary Productivity,4.31,0.84475,3,False,No,0.748026125016895,0.24513438216632913,14,7,"Thermal Refuge Enhancement (reconnect, expand)",Actions intended to reconnect or improve thermal refuge including spring reconnection and increase hyporheic connection. This work may also habitat enhancement like wood placement at thermal refuge features.,N,0.1,R,0.1,0.01,0.0084475,0.00748026125016895,0.002451343821663291
CC1,Catherine Creek,Altered Primary Productivity,4.31,0.84475,3,False,No,0.748026125016895,0.24513438216632913,14,8,Water Quality Improvement (not including temperature),"Actions that reduce pollutant inputs or improve water quality conditions, excluding temperature. Common sources include fine sediment from roads, agricultural runoff (e.g., nutrients, E. coli from livestock), and point source discharges. Specific action types may include road grading and drainage improvements, road decommissioning or abandonment, grazing management, and reduction or mitigation of point source impacts.",N,0.1,R,0.1,0.01,0.0084475,0.00748026125016895,0.002451343821663291
CC1,Catherine Creek,Altered Primary Productivity,4.31,0.84475,3,False,No,0.748026125016895,0.24513438216632913,14,9,Nutrient Enhancement,"Addition of organic and inorganic nutrients, primarily through salmon carcass additions.",D,1.0,C,1.0,1.0,0.84475,0.748026125016895,0.24513438216632913
CC1,Catherine Creek,Altered Primary Productivity,4.31,0.84475,3,False,No,0.748026125016895,0.24513438216632913,14,10,Upland Treatments,"Actions that modify upland vegetation to improve watershed hydrology such as forest thinning. These treatments are intended to increase snow retention, improve soil moisture, and/or extend late-season flows.   Forest management to create fire resilience and forest health, with potential hydrologic and sedimentation benefits. May include invasive and weed treatment in uplands.",I,0.5,CD,0.5,0.25,0.2111875,0.18700653125422376,0.06128359554158228
CC1,Catherine Creek,Altered Primary Productivity,4.31,0.84475,3,False,No,0.748026125016895,0.24513438216632913,14,11,Species Management (non-native or unnatural),"Actions that reduce predation pressure on native salmonids from non-native species or native species present at elevated levels. Targets may include piscivorous birds (e.g., cormorants), and predatory fish (e.g., bass, catfish and native pikeminnow). This category includes management of brook trout in habitats occupied by or targeted for recovery of native bull trout, where brook trout competition and hybridization pose a threat to bull trout persistence.",N,0.1,R,0.1,0.01,0.0084475,0.00748026125016895,0.002451343821663291
CC1,Catherine Creek,Anthropogenic Barriers,3.68,0.703,3,False,No,0.90722149959929,0.31226004627943504,10,1,Protect Land (Easement and Acquisition),Protect land and water with positive habitat value through conservation easements or title acquisition. Does not include water acquisition or leases.,I,0.5,CD,0.5,0.25,0.17575,0.2268053748998225,0.07806501156985876
CC1,Catherine Creek,Anthropogenic Barriers,3.68,0.703,3,False,No,0.90722149959929,0.31226004627943504,10,2,Instream Complexity Improvement,"Improve the complexity of the river below the ordinary high-water mark or bankfull stage. Action types may include placing large wood or boulders, gravel augmentation, riffle construction, pool construction, or channel reconstruction including channel remeandering and realignment, and developing new channels.",N,0.1,R,0.1,0.01,0.00703,0.0090722149959929,0.0031226004627943507
CC1,Catherine Creek,Anthropogenic Barriers,3.68,0.703,3,False,No,0.90722149959929,0.31226004627943504,10,3,Floodplain – Reconnect and Restore,"Actions that add complexity or improve connectivity within the current floodplain, or expand the floodplain area. Actions that improve the current floodplain may include vegetation or topography modifications, wetland enhancement, and beaver restoration. Actions that expand the floodplain may include levee modification and infrastructure modification/removal or instream modification intended to encourage floodplain reconnection. Actions may also add complexity to the floodplain through wood and other habitat feature additions.",N,0.1,R,0.1,0.01,0.00703,0.0090722149959929,0.0031226004627943507
CC1,Catherine Creek,Anthropogenic Barriers,3.68,0.703,3,False,No,0.90722149959929,0.31226004627943504,10,4,Riparian Vegetation Restoration,"Restoration of riparian vegetation through protection actions (e.g., riparian fencing, off-site stock water, non-native plant removal) or planting and establishment of new riparian or aquatic plants.",N,0.1,R,0.1,0.01,0.00703,0.0090722149959929,0.0031226004627943507
CC1,Catherine Creek,Anthropogenic Barriers,3.68,0.703,3,False,No,0.90722149959929,0.31226004627943504,10,5,Fish Passage – Barrier Removal and Replacement,Removal or replacement of in-stream structures that impede fish passage and improve access for fish. Common examples include irrigation diversion structures and culvert removal or replacements. Actions in this category may address partial or full fish passage barriers,D,1.0,C,1.0,1.0,0.703,0.90722149959929,0.31226004627943504
CC1,Catherine Creek,Anthropogenic Barriers,3.68,0.703,3,False,No,0.90722149959929,0.31226004627943504,10,6,Instream Flow Restoration,Actions that increase flow amounts including actions such as acquiring/leasing instream flow rights or irrigation system upgrades that reduce irrigation withdrawal needs.,I,0.5,CD,0.5,0.25,0.17575,0.2268053748998225,0.07806501156985876
CC1,Catherine Creek,Anthropogenic Barriers,3.68,0.703,3,False,No,0.90722149959929,0.31226004627943504,10,7,"Thermal Refuge Enhancement (reconnect, expand)",Actions intended to reconnect or improve thermal refuge including spring reconnection and increase hyporheic connection. This work may also habitat enhancement like wood placement at thermal refuge features.,N,0.1,R,0.1,0.01,0.00703,0.0090722149959929,0.0031226004627943507
CC1,Catherine Creek,Anthropogenic Barriers,3.68,0.703,3,False,No,0.90722149959929,0.31226004627943504,10,8,Water Quality Improvement (not including temperature),"Actions that reduce pollutant inputs or improve water quality conditions, excluding temperature. Common sources include fine sediment from roads, agricultural runoff (e.g., nutrients, E. coli from livestock), and point source discharges. Specific action types may include road grading and drainage improvements, road decommissioning or abandonment, grazing management, and reduction or mitigation of point source impacts.",N,0.1,R,0.1,0.01,0.00703,0.0090722149959929,0.0031226004627943507
CC1,Catherine Creek,Anthropogenic Barriers,3.68,0.703,3,False,No,0.90722149959929,0.31226004627943504,10,9,Nutrient Enhancement,"Addition of organic and inorganic nutrients, primarily through salmon carcass additions.",N,0.1,R,0.1,0.01,0.00703,0.0090722149959929,0.0031226004627943507
CC1,Catherine Creek,Anthropogenic Barriers,3.68,0.703,3,False,No,0.90722149959929,0.31226004627943504,10,10,Upland Treatments,"Actions that modify upland vegetation to improve watershed hydrology such as forest thinning. These treatments are intended to increase snow retention, improve soil moisture, and/or extend late-season flows.   Forest management to create fire resilience and forest health, with potential hydrologic and sedimentation benefits. May include invasive and weed treatment in uplands.",N,0.1,R,0.1,0.01,0.00703,0.0090722149959929,0.0031226004627943507
CC1,Catherine Creek,Anthropogenic Barriers,3.68,0.703,3,False,No,0.90722149959929,0.31226004627943504,10,11,Species Management (non-native or unnatural),"Actions that reduce predation pressure on native salmonids from non-native species or native species present at elevated levels. Targets may include piscivorous birds (e.g., cormorants), and predatory fish (e.g., bass, catfish and native pikeminnow). This category includes management of brook trout in habitats occupied by or targeted for recovery of native bull trout, where brook trout competition and hybridization pose a threat to bull trout persistence.",N,0.1,R,0.1,0.01,0.00703,0.0090722149959929,0.0031226004627943507
CC1,Catherine Creek,Channel and Habitat Structure,4.57,0.90325,5,False,No,2.0523130356033152,0.6990864669169942,1,1,Protect Land (Easement and Acquisition),Protect land and water with positive habitat value through conservation easements or title acquisition. Does not include water acquisition or leases.,I,0.5,CD,0.5,0.25,0.2258125,0.5130782589008288,0.17477161672924854
CC1,Catherine Creek,Channel and Habitat Structure,4.57,0.90325,5,False,No,2.0523130356033152,0.6990864669169942,1,2,Instream Complexity Improvement,"Improve the complexity of the river below the ordinary high-water mark or bankfull stage. Action types may include placing large wood or boulders, gravel augmentation, riffle construction, pool construction, or channel reconstruction including channel remeandering and realignment, and developing new channels.",D,1.0,C,1.0,1.0,0.90325,2.0523130356033152,0.6990864669169942
CC1,Catherine Creek,Channel and Habitat Structure,4.57,0.90325,5,False,No,2.0523130356033152,0.6990864669169942,1,3,Floodplain – Reconnect and Restore,"Actions that add complexity or improve connectivity within the current floodplain, or expand the floodplain area. Actions that improve the current floodplain may include vegetation or topography modifications, wetland enhancement, and beaver restoration. Actions that expand the floodplain may include levee modification and infrastructure modification/removal or instream modification intended to encourage floodplain reconnection. Actions may also add complexity to the floodplain through wood and other habitat feature additions.",I,0.5,C,1.0,0.5,0.451625,1.0261565178016576,0.3495432334584971
CC1,Catherine Creek,Channel and Habitat Structure,4.57,0.90325,5,False,No,2.0523130356033152,0.6990864669169942,1,4,Riparian Vegetation Restoration,"Restoration of riparian vegetation through protection actions (e.g., riparian fencing, off-site stock water, non-native plant removal) or planting and establishment of new riparian or aquatic plants.",D,1.0,CD,0.5,0.5,0.451625,1.0261565178016576,0.3495432334584971
CC1,Catherine Creek,Channel and Habitat Structure,4.57,0.90325,5,False,No,2.0523130356033152,0.6990864669169942,1,5,Fish Passage – Barrier Removal and Replacement,Removal or replacement of in-stream structures that impede fish passage and improve access for fish. Common examples include irrigation diversion structures and culvert removal or replacements. Actions in this category may address partial or full fish passage barriers,I,0.5,CD,0.5,0.25,0.2258125,0.5130782589008288,0.17477161672924854
CC1,Catherine Creek,Channel and Habitat Structure,4.57,0.90325,5,False,No,2.0523130356033152,0.6990864669169942,1,6,Instream Flow Restoration,Actions that increase flow amounts including actions such as acquiring/leasing instream flow rights or irrigation system upgrades that reduce irrigation withdrawal needs.,N,0.1,R,0.1,0.01,0.0090325,0.02052313035603315,0.006990864669169942
CC1,Catherine Creek,Channel and Habitat Structure,4.57,0.90325,5,False,No,2.0523130356033152,0.6990864669169942,1,7,"Thermal Refuge Enhancement (reconnect, expand)",Actions intended to reconnect or improve thermal refuge including spring reconnection and increase hyporheic connection. This work may also habitat enhancement like wood placement at thermal refuge features.,N,0.1,R,0.1,0.01,0.0090325,0.02052313035603315,0.006990864669169942
CC1,Catherine Creek,Channel and Habitat Structure,4.57,0.90325,5,False,No,2.0523130356033152,0.6990864669169942,1,8,Water Quality Improvement (not including temperature),"Actions that reduce pollutant inputs or improve water quality conditions, excluding temperature. Common sources include fine sediment from roads, agricultural runoff (e.g., nutrients, E. coli from livestock), and point source discharges. Specific action types may include road grading and drainage improvements, road decommissioning or abandonment, grazing management, and reduction or mitigation of point source impacts.",N,0.1,R,0.1,0.01,0.0090325,0.02052313035603315,0.006990864669169942
CC1,Catherine Creek,Channel and Habitat Structure,4.57,0.90325,5,False,No,2.0523130356033152,0.6990864669169942,1,9,Nutrient Enhancement,"Addition of organic and inorganic nutrients, primarily through salmon carcass additions.",N,0.1,R,0.1,0.01,0.0090325,0.02052313035603315,0.006990864669169942
CC1,Catherine Creek,Channel and Habitat Structure,4.57,0.90325,5,False,No,2.0523130356033152,0.6990864669169942,1,10,Upland Treatments,"Actions that modify upland vegetation to improve watershed hydrology such as forest thinning. These treatments are intended to increase snow retention, improve soil moisture, and/or extend late-season flows.   Forest management to create fire resilience and forest health, with potential hydrologic and sedimentation benefits. May include invasive and weed treatment in uplands.",N,0.1,R,0.1,0.01,0.0090325,0.02052313035603315,0.006990864669169942
CC1,Catherine Creek,Channel and Habitat Structure,4.57,0.90325,5,False,No,2.0523130356033152,0.6990864669169942,1,11,Species Management (non-native or unnatural),"Actions that reduce predation pressure on native salmonids from non-native species or native species present at elevated levels. Targets may include piscivorous birds (e.g., cormorants), and predatory fish (e.g., bass, catfish and native pikeminnow). This category includes management of brook trout in habitats occupied by or targeted for recovery of native bull trout, where brook trout competition and hybridization pose a threat to bull trout persistence.",N,0.1,R,0.1,0.01,0.0090325,0.02052313035603315,0.006990864669169942
CC1,Catherine Creek,Decreased Sediment Quantity,2.95,0.53875,5,True,Yes,0.6852130357912499,0.2347834018183856,15,1,Protect Land (Easement and Acquisition),Protect land and water with positive habitat value through conservation easements or title acquisition. Does not include water acquisition or leases.,I,0.5,CD,0.5,0.25,0.1346875,0.17130325894781248,0.0586958504545964
CC1,Catherine Creek,Decreased Sediment Quantity,2.95,0.53875,5,True,Yes,0.6852130357912499,0.2347834018183856,15,2,Instream Complexity Improvement,"Improve the complexity of the river below the ordinary high-water mark or bankfull stage. Action types may include placing large wood or boulders, gravel augmentation, riffle construction, pool construction, or channel reconstruction including channel remeandering and realignment, and developing new channels.",I,0.5,CD,0.5,0.25,0.1346875,0.17130325894781248,0.0586958504545964
CC1,Catherine Creek,Decreased Sediment Quantity,2.95,0.53875,5,True,Yes,0.6852130357912499,0.2347834018183856,15,3,Floodplain – Reconnect and Restore,"Actions that add complexity or improve connectivity within the current floodplain, or expand the floodplain area. Actions that improve the current floodplain may include vegetation or topography modifications, wetland enhancement, and beaver restoration. Actions that expand the floodplain may include levee modification and infrastructure modification/removal or instream modification intended to encourage floodplain reconnection. Actions may also add complexity to the floodplain through wood and other habitat feature additions.",D,1.0,C,1.0,1.0,0.53875,0.6852130357912499,0.2347834018183856
CC1,Catherine Creek,Decreased Sediment Quantity,2.95,0.53875,5,True,Yes,0.6852130357912499,0.2347834018183856,15,4,Riparian Vegetation Restoration,"Restoration of riparian vegetation through protection actions (e.g., riparian fencing, off-site stock water, non-native plant removal) or planting and establishment of new riparian or aquatic plants.",N,0.1,R,0.1,0.01,0.0053875,0.0068521303579125,0.0023478340181838564
CC1,Catherine Creek,Decreased Sediment Quantity,2.95,0.53875,5,True,Yes,0.6852130357912499,0.2347834018183856,15,5,Fish Passage – Barrier Removal and Replacement,Removal or replacement of in-stream structures that impede fish passage and improve access for fish. Common examples include irrigation diversion structures and culvert removal or replacements. Actions in this category may address partial or full fish passage barriers,I,0.5,R,0.1,0.05,0.0269375,0.034260651789562495,0.011739170090919281
CC1,Catherine Creek,Decreased Sediment Quantity,2.95,0.53875,5,True,Yes,0.6852130357912499,0.2347834018183856,15,6,Instream Flow Restoration,Actions that increase flow amounts including actions such as acquiring/leasing instream flow rights or irrigation system upgrades that reduce irrigation withdrawal needs.,N,0.1,R,0.1,0.01,0.0053875,0.0068521303579125,0.0023478340181838564
CC1,Catherine Creek,Decreased Sediment Quantity,2.95,0.53875,5,True,Yes,0.6852130357912499,0.2347834018183856,15,7,"Thermal Refuge Enhancement (reconnect, expand)",Actions intended to reconnect or improve thermal refuge including spring reconnection and increase hyporheic connection. This work may also habitat enhancement like wood placement at thermal refuge features.,N,0.1,R,0.1,0.01,0.0053875,0.0068521303579125,0.0023478340181838564
CC1,Catherine Creek,Decreased Sediment Quantity,2.95,0.53875,5,True,Yes,0.6852130357912499,0.2347834018183856,15,8,Water Quality Improvement (not including temperature),"Actions that reduce pollutant inputs or improve water quality conditions, excluding temperature. Common sources include fine sediment from roads, agricultural runoff (e.g., nutrients, E. coli from livestock), and point source discharges. Specific action types may include road grading and drainage improvements, road decommissioning or abandonment, grazing management, and reduction or mitigation of point source impacts.",N,0.1,R,0.1,0.01,0.0053875,0.0068521303579125,0.0023478340181838564
CC1,Catherine Creek,Decreased Sediment Quantity,2.95,0.53875,5,True,Yes,0.6852130357912499,0.2347834018183856,15,9,Nutrient Enhancement,"Addition of organic and inorganic nutrients, primarily through salmon carcass additions.",N,0.1,R,0.1,0.01,0.0053875,0.0068521303579125,0.0023478340181838564
CC1,Catherine Creek,Decreased Sediment Quantity,2.95,0.53875,5,True,Yes,0.6852130357912499,0.2347834018183856,15,10,Upland Treatments,"Actions that modify upland vegetation to improve watershed hydrology such as forest thinning. These treatments are intended to increase snow retention, improve soil moisture, and/or extend late-season flows.   Forest management to create fire resilience and forest health, with potential hydrologic and sedimentation benefits. May include invasive and weed treatment in uplands.",I,0.5,CD,0.5,0.25,0.1346875,0.17130325894781248,0.0586958504545964
CC1,Catherine Creek,Decreased Sediment Quantity,2.95,0.53875,5,True,Yes,0.6852130357912499,0.2347834018183856,15,11,Species Management (non-native or unnatural),"Actions that reduce predation pressure on native salmonids from non-native species or native species present at elevated levels. Targets may include piscivorous birds (e.g., cormorants), and predatory fish (e.g., bass, catfish and native pikeminnow). This category includes management of brook trout in habitats occupied by or targeted for recovery of native bull trout, where brook trout competition and hybridization pose a threat to bull trout persistence.",N,0.1,R,0.1,0.01,0.0053875,0.0068521303579125,0.0023478340181838564
CC1,Catherine Creek,Decreased Water Quantity,5.0,1.0,3,False,Yes,1.78164285755,0.6087857144525,2,1,Protect Land (Easement and Acquisition),Protect land and water with positive habitat value through conservation easements or title acquisition. Does not include water acquisition or leases.,I,0.5,CD,0.5,0.25,0.25,0.4454107143875,0.152196428613125
CC1,Catherine Creek,Decreased Water Quantity,5.0,1.0,3,False,Yes,1.78164285755,0.6087857144525,2,2,Instream Complexity Improvement,"Improve the complexity of the river below the ordinary high-water mark or bankfull stage. Action types may include placing large wood or boulders, gravel augmentation, riffle construction, pool construction, or channel reconstruction including channel remeandering and realignment, and developing new channels.",N,0.1,R,0.1,0.01,0.01,0.0178164285755,0.006087857144525
CC1,Catherine Creek,Decreased Water Quantity,5.0,1.0,3,False,Yes,1.78164285755,0.6087857144525,2,3,Floodplain – Reconnect and Restore,"Actions that add complexity or improve connectivity within the current floodplain, or expand the floodplain area. Actions that improve the current floodplain may include vegetation or topography modifications, wetland enhancement, and beaver restoration. Actions that expand the floodplain may include levee modification and infrastructure modification/removal or instream modification intended to encourage floodplain reconnection. Actions may also add complexity to the floodplain through wood and other habitat feature additions.",I,0.5,CD,0.5,0.25,0.25,0.4454107143875,0.152196428613125
CC1,Catherine Creek,Decreased Water Quantity,5.0,1.0,3,False,Yes,1.78164285755,0.6087857144525,2,4,Riparian Vegetation Restoration,"Restoration of riparian vegetation through protection actions (e.g., riparian fencing, off-site stock water, non-native plant removal) or planting and establishment of new riparian or aquatic plants.",N,0.1,R,0.1,0.01,0.01,0.0178164285755,0.006087857144525
CC1,Catherine Creek,Decreased Water Quantity,5.0,1.0,3,False,Yes,1.78164285755,0.6087857144525,2,5,Fish Passage – Barrier Removal and Replacement,Removal or replacement of in-stream structures that impede fish passage and improve access for fish. Common examples include irrigation diversion structures and culvert removal or replacements. Actions in this category may address partial or full fish passage barriers,N,0.1,R,0.1,0.01,0.01,0.0178164285755,0.006087857144525
CC1,Catherine Creek,Decreased Water Quantity,5.0,1.0,3,False,Yes,1.78164285755,0.6087857144525,2,6,Instream Flow Restoration,Actions that increase flow amounts including actions such as acquiring/leasing instream flow rights or irrigation system upgrades that reduce irrigation withdrawal needs.,D,1.0,C,1.0,1.0,1.0,1.78164285755,0.6087857144525
CC1,Catherine Creek,Decreased Water Quantity,5.0,1.0,3,False,Yes,1.78164285755,0.6087857144525,2,7,"Thermal Refuge Enhancement (reconnect, expand)",Actions intended to reconnect or improve thermal refuge including spring reconnection and increase hyporheic connection. This work may also habitat enhancement like wood placement at thermal refuge features.,I,0.5,R,0.1,0.05,0.05,0.0890821428775,0.030439285722624998
CC1,Catherine Creek,Decreased Water Quantity,5.0,1.0,3,False,Yes,1.78164285755,0.6087857144525,2,8,Water Quality Improvement (not including temperature),"Actions that reduce pollutant inputs or improve water quality conditions, excluding temperature. Common sources include fine sediment from roads, agricultural runoff (e.g., nutrients, E. coli from livestock), and point source discharges. Specific action types may include road grading and drainage improvements, road decommissioning or abandonment, grazing management, and reduction or mitigation of point source impacts.",N,0.1,R,0.1,0.01,0.01,0.0178164285755,0.006087857144525
CC1,Catherine Creek,Decreased Water Quantity,5.0,1.0,3,False,Yes,1.78164285755,0.6087857144525,2,9,Nutrient Enhancement,"Addition of organic and inorganic nutrients, primarily through salmon carcass additions.",N,0.1,R,0.1,0.01,0.01,0.0178164285755,0.006087857144525
CC1,Catherine Creek,Decreased Water Quantity,5.0,1.0,3,False,Yes,1.78164285755,0.6087857144525,2,10,Upland Treatments,"Actions that modify upland vegetation to improve watershed hydrology such as forest thinning. These treatments are intended to increase snow retention, improve soil moisture, and/or extend late-season flows.   Forest management to create fire resilience and forest health, with potential hydrologic and sedimentation benefits. May include invasive and weed treatment in uplands.",I,0.5,CD,0.5,0.25,0.25,0.4454107143875,0.152196428613125
CC1,Catherine Creek,Decreased Water Quantity,5.0,1.0,3,False,Yes,1.78164285755,0.6087857144525,2,11,Species Management (non-native or unnatural),"Actions that reduce predation pressure on native salmonids from non-native species or native species present at elevated levels. Targets may include piscivorous birds (e.g., cormorants), and predatory fish (e.g., bass, catfish and native pikeminnow). This category includes management of brook trout in habitats occupied by or targeted for recovery of native bull trout, where brook trout competition and hybridization pose a threat to bull trout persistence.",N,0.1,R,0.1,0.01,0.01,0.0178164285755,0.006087857144525
CC1,Catherine Creek,Floodplain Condition,4.78,0.9505,5,False,No,1.5975189290521101,0.5344118358836105,4,1,Protect Land (Easement and Acquisition),Protect land and water with positive habitat value through conservation easements or title acquisition. Does not include water acquisition or leases.,I,0.5,CD,0.5,0.25,0.237625,0.39937973226302753,0.13360295897090263
CC1,Catherine Creek,Floodplain Condition,4.78,0.9505,5,False,No,1.5975189290521101,0.5344118358836105,4,2,Instream Complexity Improvement,"Improve the complexity of the river below the ordinary high-water mark or bankfull stage. Action types may include placing large wood or boulders, gravel augmentation, riffle construction, pool construction, or channel reconstruction including channel remeandering and realignment, and developing new channels.",I,0.5,C,1.0,0.5,0.47525,0.7987594645260551,0.26720591794180526
